run_id,rep,load_prices_sec,align_weights_sec,compute_metrics_sec,total_sec,io_read_mb,cpu_mean_pct,cpu_peak_pct,rss_peak_mb,cache_dropped,implementation,storage_format,portfolio_scale,phase
6e505d5c-7a14-4e26-adaf-cd8d5ecbdee7,0,0.067938,0.010437,0.569404,0.647779,0.0,24.2,100.0,2319.6,False,numpy_vectorised,csv_per_stock,100000,1_csv_baseline
6e505d5c-7a14-4e26-adaf-cd8d5ecbdee7,1,0.067902,0.011278,0.572294,0.651474,0.0,24.2,100.0,2323.2,False,numpy_vectorised,csv_per_stock,100000,1_csv_baseline
6e505d5c-7a14-4e26-adaf-cd8d5ecbdee7,2,0.068287,0.010494,0.570245,0.649026,0.0,25.2,100.0,2323.2,False,numpy_vectorised,csv_per_stock,100000,1_csv_baseline
6e505d5c-7a14-4e26-adaf-cd8d5ecbdee7,3,0.068383,0.010448,0.566797,0.645628,0.0,25.0,100.0,2323.2,False,numpy_vectorised,csv_per_stock,100000,1_csv_baseline
6e505d5c-7a14-4e26-adaf-cd8d5ecbdee7,4,0.068189,0.010418,0.56823,0.646837,0.0,25.0,100.0,2323.2,False,numpy_vectorised,csv_per_stock,100000,1_csv_baseline
7487e2c3-4627-4548-9516-b56064bc0d12,0,0.004929,0.042952,11.577915,11.625796000000001,0.0,24.1,100.0,34624.5,False,polars_engine,parquet_wide_uncompressed,1000000,3_compute_opt
7487e2c3-4627-4548-9516-b56064bc0d12,1,0.005124,0.04255,11.68052,11.728194,0.0,24.3,100.0,34992.3,False,polars_engine,parquet_wide_uncompressed,1000000,3_compute_opt
7487e2c3-4627-4548-9516-b56064bc0d12,2,0.004337,0.042937,11.564904,11.612178,0.0,24.2,100.0,35692.0,False,polars_engine,parquet_wide_uncompressed,1000000,3_compute_opt
7487e2c3-4627-4548-9516-b56064bc0d12,3,0.004543,0.043128,11.701065,11.748736,0.0,23.9,100.0,35914.7,False,polars_engine,parquet_wide_uncompressed,1000000,3_compute_opt
7487e2c3-4627-4548-9516-b56064bc0d12,4,0.004348,0.043073,11.541388,11.588809,0.0,23.9,100.0,36041.4,False,polars_engine,parquet_wide_uncompressed,1000000,3_compute_opt
75519778-3b4f-4101-843e-aeef6ac93898,0,0.004489,0.00028,0.001418,0.006187,0.0,11.8,11.8,121.9,False,fortran_openmp,parquet_wide_uncompressed,1000,2_storage_opt
75519778-3b4f-4101-843e-aeef6ac93898,1,0.004116,0.000269,0.001351,0.005736,0.0,26.3,26.3,123.1,False,fortran_openmp,parquet_wide_uncompressed,1000,2_storage_opt
75519778-3b4f-4101-843e-aeef6ac93898,2,0.004488,0.000307,0.001428,0.006222999999999999,0.0,26.3,26.3,123.8,False,fortran_openmp,parquet_wide_uncompressed,1000,2_storage_opt
75519778-3b4f-4101-843e-aeef6ac93898,3,0.004547,0.000372,0.001874,0.0067929999999999996,0.0,20.0,20.0,124.3,False,fortran_openmp,parquet_wide_uncompressed,1000,2_storage_opt
